DRUG,NDC
HydrALAZINE HCl,49884002901
Hydralazine HCl,51079007420
HydrALAzine,182055489
HydrALAzine,50111032703
HydrALAzine,62584073301
HydrALAZINE HCl,50111032703
Hydralazine HCl,51079007520
Hydralazine HCl,50111032703
HydrALAzine,182055589
HydrALAzine,63739012710
HydrALAZINE HCl,182055589
Hydralazine HCl,51079007620
isos,58177022211
Isosorbide,58177022211
Isosorbide ,58177022211
imdu,58177022211
Isosorbide Mononitrate,58177022211
Isosorbide Mononitrate,85330601
Isosorbide Mononitrate (Extended Release),58177022211
Isosorbide Mononitrate (Extended Release),85330601
Isosorbide Mononitrate (Extended Release),58177022204
Isosorbide Mononitrate,58177022204
Isosorbide ,58177023811
Isosorbide mono,58177023811
Isosorbide Mononitrate,58177023811
Isosorbide Mononitrate,85411001
Isosorbide Mono,58177023811
Isosorbide Mononitrate (Extended Release),58177023811
Isosorbide Mononitrate (Extended Release),85411001
Imipramine,53489033001
Imipramine,54738091301
Imipramine,781176413
Imipramine HCl,62584075001
Imipramine HCl,62584075101
Isosorbide Mononitrate,228263111
Isosorbide Mononitrate,8077102
Isordil,781155613
Isosorbide,781155613
Isosorbide Dinitrate,781155613
Isosorbide Dinitrate,51079008520
Isosorbide Dinitrate,904215461
Potassium Bicarbonate Eff,87076102
Vimpat,131247735
lacosamide,131247735
Lacosamide,131247735
LaMOTrigine,93003901
LaMOTrigine,173063302
Lamotrigine,173063302
Arava,60505250201
Arava,88216030
Leflunomide,60505250201
leflunomide,60505250201
Leflunomide,88216030
Arava,93017456
Leucovorin Calcium,51079058205
Levofloxacin,45152010
Levofloxacin,50458092010
LevoFLOXacin,45152010
Levofloxacin,50458092510
Levofloxacin,45152510
LevoFLOXacin,45152510
Levothyroxine Sodium,74434113
Levothyroxine Sodium,48102003
Levothyroxine Sodium,48104013
Levothyroxine Sodium,48105013
Levothyroxine Sodium,74518211
Levothyroxine Sodium,48106003
Levothyroxine Sodium,74659413
Liothyronine Sodium,60793011601
Liothyronine Sodium,52604341601
Liothyronine Sodium,52604341701
Liothyronine Sodium,60793011701
Lisinopril,172375910
Lisinopril,310013110
Lisinopril,591040701
Lisinopril,904580861
Lisinopril,310013239
Lisinopril,904564061
Lisinopril,172376010
Lisinopril,51079098320
Lisinopril,904580961
Claritin,52959045230
Loratadine,52959045230
Claritin,85045804
Loratadine,85045804
Mevacor,6073128
Lovastatin,51079097520
Lovastatin,6073128
lovastatin,51079097520
Latuda,63402030430
Meclizine HCl,51079009020
Provera,9005002
Medroxyprogesterone Acetate,9005002
MedroxyPROGESTERone Acetate,9005002
Medroxyprogesterone Acetate,9006406
MedroxyPROGESTERone Acetate,9006412
Megestrol Acetate,51079043420
Megestrol Acetate,51079043520
Megestrol Acetate,904357161
Namenda,456321063
MEMAntine,456321063
Memantine,456321063
Meperidine,54859511
Mephobarbital,51991041702
Mercaptopurine,54458111
Mercaptopurine,57844052206
Mercaptopurine,173080725
Methadone,54855424
Methadone,406577162
Methadone HCl,54855424
Methimazole,60793010501
Methimazole,185021001
Methimazole,52604109501
Methadone,64019053825
Methadone HCl,64019053825
Methadone HCl,54453825
Methadone (Dispersible Tablet),64019053825
Metolazone,53014083572
Metolazone,53014097572
Metolazone,51079002320
metoLAZOne,51079002320
Metoclopramide,904107061
Metoclopramide,51079028320
Metoclopramide,182178989
Metoclopramide Hcl,51079028320
Metoprolol,51079025520
Metoprolol,378001801
Metoprolol Tartrate,51079025520
Metoprolol,51079080120
Metoprolol,62584078833
Metoprolol Tartrate,378003201
Metoprolol Tartrate,904777261
Metoprolol Tartrate,51079080120
Metoprolol Succinate XL,904777261
Methazolamide,781107101
Midodrine,54092000301
Midodrine HCl,54092000301
Minoxidil,591564301
Minoxidil,364217301
Minoxidil,53489038601
Minoxidil,9012101
Mirtazapine,52010590
Mirtazapine,51079008620
Mirtazapine,52010730
Moexipril,91371501
Moexipril,62175017737
Moexipril HCl,91371501
Montelukast Sodium,6011728
Montelukast Sodium,6011731
Morphine,54023524
Morphine Sulfate,54023524
Morphine Sulfate IR,54023524
Morphine Sulfate IR,54858224
Morphine Sulfate (Immediate Release),54023524
Morphine Sulfate (Immediate Release),54858224
Morphine Sulfate IR,54858324
Morphine Sulfate IR,54023624
Methylprednisolone,9004902
Methylprednisolone,9005605
Morphine Sulfate SR,34051425
Morphine Sulfate SR,406831562
Morphine SR (MS Contin),406831562
Morphine Sulfate SR,406833062
Morphine SR (MS Contin),406833062
Morphine Sulfate SR,34051525
Nadolol,51079081220
Nadolol,378002801
Nadolol,51079081320
Nadolol,51079081420
Nadolol,59772246302
Naltrexone,56001170
Naltrexone,555090201
Nateglinide,78035105
Niacin,182005301
Niaci,182005301
Nitroglycerin SL,58177032304
Nitroglycerin SL,54569463100
Nitroglycerin SL,68462014645
Nitroglycerin SL,58177032418
OLANZapine,2411733
Benicar,65597010330
Olmesartan,65597010330
olmesartan,65597010330
Oxandrolone,54396011111
Oxycodone,59011010010
Oxycodone SR (OxyconTIN),59011010020
Oxycodone SR (OxyconTIN),59011041020
Oxycodone (Sustained Release),59011010010
Oxycodone SR (OxyconTIN),59011010010
Oxycodone SR (OxyconTIN),59011010320
Oxycodone SR (OxyconTIN),59011010325
Oxycodone (Sustained Release),59011010310
Oxycodone (Sustained Release),59011010325
Oxycodone SR (OxyconTIN),59011044020
Oxycodone SR (OxyconTIN),59011010525
Oxycodone (Sustained Release),59011010510
Oxycodone (Sustained Release),59011010525
Oxycodone SR (OxyconTIN),63629377401
Pantoprazole,8084199
Paroxetine,68084004401
Paroxetine,68084004411
Paroxetine,904567661
Paroxetine,29321013
Paroxetine HCl,29321013
Paroxetine,68084004501
Paroxetine,904567761
Paroxetine HCl,29321121
Paroxetine HCl,904567761
Paroxetine,904567861
Paroxetine HCl,904567861
Paroxetine HCl,29321213
Famotidine,51079096620
Famotidine,172572810
Famotidine,6096328
Famotidine (PO),6096328
Famotidine (PO),51079096620
Pergolide Mesylate,59075062510
Phenelzine Sulfate,71035024
Phenelzine Sulfate,71027024
Phenelzine Sulfate,71035060
PHENObarbital,51079009520
Phenobarbital,57866422403
Phenobarbital,51079009520
dila,71000740
Phenytoi,71000740
dilan,71000740
Phenytoin,71000724
Phenytoin,71000740
dilantin ,71000740
Phenytoin ,71000724
Phenytoin Infatab,71000724
Phenytoin (Suspension),71000724
Phenytoin (Suspension),71000740
Phenytoin Sodium Extended,71000724
Pioglitazone,64764015104
Pioglitazone HCl,64764015104
Pioglitazone HCl,64764015105
Pioglitazone,64764015105
Pioglitazone HCl,64764030115
Pioglitazone,64764045125
Pioglitazone HCl,64764045125
Potassium Chloride,58177020211
Potassium Chloride Replacement (Oncology),58177020211
Potassium Chloride (Powder),58177020211
Prasugrel,2475977
Pravastatin,68084018601
Pravastatin,93077198
Pravastatin,3515405
Pravastatin,3515406
Pravastatin,3517806
Pravastatin,93720198
PredniSONE,54001720
Prednisone,54001720
Prednisone,54872525
PredniSONE,54001820
Prednisone,54872625
Prednisone,54001820
PredniSONE,54874025
Prednisone,54874025
PredniSONE,54001920
Prednisone,54872925
PrimiDONE,904555960
Primidone,59075069010
Primidone,904555960
Prochlorperazine,7336721
Prochlorperazine,51079054220
Prochlorperazine,49884055001
Prochlorperazine Maleate,7336721
Promethazine,51079089520
Promethazine HCl,8002707
Propranolol,51079027720
Propranolol,904041161
Propranolol HCl,51079027720
Propantheline Bromide,54873725
Propranolol HCl,51079027820
Propranolol,51079027920
Propranolol HCl,51079027920
Propylthiouracil,54868175201
Propylthiouracil,5460923
Propylthiouracil,143148001
Pseudoephedrine,904505359
Pseudoephedrine HCl,904505359
Pseudoephedrine HCl,54874325
Pyridoxine,536440601
Pyridoxine HCl,536440601
Pyridoxine,182008601
Pyridoxine HCl,182008601
Pyridostigmine Bromide,115351101
Pyridostigmine Bromide,591319101
Pyridostigmine Bromide,187301030
Quetiapine Fumarate,904627761
Quetiapine Fumarate,310027839
Quetiapine Fumarate,904627861
Quinapril,71053040
Quinapril,71053240
Quinapril,71053523
Evista,2416502
Evista,2416530
Raloxifene HCl,2416502
Rilutek,75770060
Actonel,149047201
Risedronate,149047201
Risedronate Sodium,149047201
Risperidone,60505258500
Risperidone,50458030201
Risperidone,50458030206
Risperidone Oral Solution,50458030206
Risperidone,50458031528
Risperidone (Disintegrating Tablet),50458031528
Risperidone (Disintegrating Tablet),50458060228
Methylphenidate,406112201
Methylphenidate HCl,83000330
Methylphenidate HCl,406112201
MethylPHENIDATE (Ritalin),406112201
Rivaroxaban,50458058010
Maxalt,6026706
Vioxx,6007428
Rofecoxib,6007428
Ropinirole,93528201
Ropinirole,54011625
Ropinirole,7489020
Ropinirole HCl,93528201
Ropinirole HCl,7489020
Rosuvastatin Calcium,310075139
Rosuvastatin Calcium,310075239
Sertraline,51079076220
Sertraline,172567310
Sertraline,52959036100
Sertraline HCl,49490041
Sildenafil,69419068
Viagra,69420030
Sildenafil Citrate,69420030
Sildenafil Citrate,69421030
Simethicone,182864389
Simethicone,16837085839
Simvastatin,51079045420
Simvastatin,6073528
Simvastatin,6074928
Simvastatin,6074961
Simvastatin,406206890
Simvastatin,51079045620
Sotalol,60505008000
Sotalol,50419010510
Sotalol HCl,50419010511
Sotalol AF,60505008000
Spironolactone,51079010320
Spironolactone,68084020601
Imitrex,173046002
Imitrex,173073500
*NF* Sumatriptan,173046002
Sumatriptan Succinate,93022290
Sumatriptan Succinate,173046002
Imitrex,173045900
Sumatriptan Succinate,93022390
Sumatriptan Succinate,173045900
Tamoxifen Citrate,555044609
Tamoxifen Citrate,93078405
Tamoxifen Citrate,63739026915
Tamoxifen Citrate,310060060
Micardis,597003928
Thiamine,536467801
Thioridazine HCl,51079056520
ChlorproMAZINE,51079051820
Chlorpromazine HCl,51079051820
ChlorproMAZINE,51079051920
Chlorpromazine,51079051920
Chlorpromazine HCl,51079051920
Thyroid,456045801
Thyroid,456045963
Ticlopidine HCl,4001823
Brilinta,186077739
ticagrelor,186077739
Tolvaptan,59148002050
Tolvaptan,59148002150
Topiramate,45063965
Topiramate (Topamax),45063965
Topiramate (Topamax),93015506
Metoprolol,186108805
Metoprolol XL,186108805
Metoprolol XL,186108839
Metoprolol Succinate XL,186108839
Metoprolol Succinate XL,58177029311
Metoprolol XL (Toprol XL),186108839
Metoprolol,186109039
Metoprolol XL,186109005
Metoprolol XL,186109039
Metoprolol Succinate XL,186109039
Metoprolol Succinate XL,68084030401
Metoprolol XL (Toprol XL),186109039
Torsemide,4026349
Torsemide,4026449
traMADOL,45065910
traMADOL,406717162
TraMADOL (Ultram),406717162
Tranylcypromine Sulfate,7447120
traZODONE,904399061
traZODONE HCl,182125989
traZODONE HCl,904399061
tria,781144113
*nf,54485906
triaz,781144213
Halcion,54485906
tr,54485906
Triazolam,54485906
*NF* Triazolam,781144213
triazolam,54485906
Valsartan,78037606
Valsartan,78037615
Valsartan,78042306
Valsartan,78042315
Valsartan,78035806
Venlafaxine,51079048020
Venlafaxine,8070101
Venlafaxine,8070102
Venlafaxine,8070401
Venlafaxine,8070402
Venlafaxine,93738201
Verapamil,591040401
Verapamil HCl,44182110
Verapamil HCl,591040401
Verapamil,904292061
Verapamil HCl,44182210
Verapamil HCl,904292061
Vitamin B Complex w/C,536476301
Vitamin B Complex w/C,31067364
Voriconazole,49317030
Warfarin,56017475
Warfarin,56017675
Warfarin,56017375
Accolate,310040260
Zafirlukast,310040260
zafirlukast,310040260
Abacavir Sulfate,173066100
Abacavir Sulfate,173066101
Abacavir Oral Solution,173066100
Acamprosate,456333001
Acetazolamide,57706075423
ACETAM,45050130
Acetaminophen,45050130
Acetaminophen,182844789
Acetaminophen,51079000220
Acetaminophen,51079000222
Acetaminophen,677178110
Acetaminophen (Liquid),182844789
Acetaminophen (Liquid),51079000220
Acyclovir,173094955
Acyclovir,93894393
Acyclovir,93894701
Acyclovir,173094556
Albendazole,7550040
Aliskiren,78048535
Allopurinol,51079020520
Allopurinol,51079020620
Heparin,8418806
Pacerone,51079090620
Amiodarone,51079090601
Amiodarone,245014701
Amiodarone HCl,51079090601
Amiodarone HCl,8418806
Aminocaproic Acid,66479002182
Amitriptyline HCl,57480042401
Aminophylline,54802625
Acetaminophen,51079039620
Acetaminophen,904198861
Acetaminophen,182845389
Aspirin ,904770418
Aspirin EC,63739027201
Aspirin EC,904770418
Aspirin,904770418
Aspirin,67014568
Aspirin (Buffered),67014568
Ascorbic Acid,51079000320
Ascorbic Acid,904052560
Vitamin C,51079000420
Ascorbic Acid,51079000420
Ascorbic Acid,904052361
Ascorbic Acid,37205014472
Ascorbic Acid (Liquid),37205014472
Atenolol,51079068520
ATRIPLA,74444005
Amoxicillin,29607531
Amoxicillin-Clavulanic Acid,29607531
Amoxicillin,29608031
Amoxicillin-Clavulanic Acid,29608031
Amoxicillin-Clavulanic Acid,66685100202
Amoxicillin-Clavulanic Acid,49884029812
Amoxicillin-Clavulanic Acid,51079026720
Amoxicillin-Clavulanic Acid,66685100101
Amoxicillin-Clavulanic Acid,29608621
Augmentin Suspension,51079026720
Azithromycin,781149731
Azithromycin,69308030
Azithromycin,59762308001
Benzonatate,456068801
Clarithromycin,74336811
Clarithromycin,68774012060
Clarithromycin,74258611
BuPROPion,51079094420
BuPROPion,173017855
BuPROPion,904591361
Bupropion,173017855
Bupropion HCl,173017855
BuPROPion ,173017855
BuPROPion,173013555
BuPROPion,591083960
Bupropion SR,173013555
Bupropion HCl,173013555
BuPROPion (Sustained Release),591083960
BuPROPion (Sustained Release),173013555
Bupropion (Sustained Release),173013555
cabergoline,93542088
cabergoline,49884067314
calc,54812025
Calcium Carbonate,54812025
Calcium Carbonate,51079041520
Calcium Carbonate Suspension,54812025
calcium,15127020017
Calcium Carbonate,66553000401
Calcium Carbonate,15127020017
Calcium Carbonate (Tums),66553000401
Calcium Carbonate (Tums),15127020017
Calcium Acetate,52268020001
Calcium Acetate,59730640101
Calcium Gluconate,54412125
*NF* Capecitabine,4110150
Captopril,904504561
Capt,3045051
Carbamazepine,904385561
Carbamazepine,83002732
Soma,51079005520
Carisoprodol,51079005520
carisoprodol,51079005520
Carvedilol,54868439600
Carvedilol,7414120
Carvedilol,51079093120
Carvedilol,7414020
Carvedilol,51079093020
Cefpodoxime Proxetil,9361702
Cefpodoxime Proxetil,63304052020
Cefpodoxime Proxetil,9361803
Chlorothiazide,51079006001
Chlorothiazide,6021468
Chlorothiazide,6043268
Choline Magnesium Trisalicylate,34050010
ChlorproPAMIDE,51079020220
Cimetidine,51079080720
Cimetidine,51079080820
Ciprofloxacin HCl,172531110
Ciprofloxacin HCl,26851248
Ciprofloxacin HCl,172531210
Ciprofloxacin HCl,26851348
Ciprofloxacin HCl,68084007001
Ciprofloxacin HCl,555081502
Ciprofloxacin Hcl,26851348
Clopidogrel,63653133202
Clopidogrel,63653133203
Clorazepate Dipotassium,50111098601
Clorazepate Dipotassium,51079063320
Clozapine,78012706
WelChol,65597070118
Colesevelam,65597070118
colesevelam,65597070118
LaMIVudine-Zidovudine (Combivir),173059500
Lamivudine-Zidovudine,173059500
LaMIVudine-Zidovudine (Combivir),93538506
Lamivudine-Zidovudine (Combivir),173059500
LaMIVudine-Zidovudine (Combivir),49702020218
Losartan Potassium,6095228
Losartan Potassium,781570192
Cyanocobalamin,536354101
Cyanocobalamin,10135033063
Cyanocobalamin,74312000660
Cyanocobalamin,904421813
Cyanocobalamin,74312001370
Cyanocobalamin,87701071218
Dapsone,49938010130
Dapsone,49938010101
Darunavir,59676056001
Darunavir,59676056101
Darunavir,59676056201
Propoxyphene Nap.-Apap (N-100),51079032220
*NF* Deferasirox,78047015
Delavirdine Mesylate,9376103
Demeclocycline,5921823
demeclocycline,115211101
Demeclocycline,5927029
Desmopressin Acetate,75001600
Desmopressin Acetate,93731601
Didanosine,87665201
Didanosine Chewable Tab,87665201
Digoxin,173024256
Dig,173024256
Disulfiram,54868503400
Disulfiram,536376701
Divalproex Sodium,74621211
Divalproex Sodium,74621213
Divalproex (DELayed Release),245018001
Divalproex Sodium,74621411
Divalproex (DELayed Release),245018101
Divalproex Sodium,74621511
Divalproex (DELayed Release),74621511
Divalproex (DELayed Release),245018201
Donnatol,54569325100
Dronedarone,24414260
Efavirenz,56051030
Comtan,78032705
Entacapone,78032705
entacapone,78032705
Entecavir,3161112
Erlotinib (Tarceva),50242006401
Erythromycin,74630413
Erythromycin,74630411
Estrogens Conjugated,46086699
Estrogens Conjugated,46110281
Estrogens Conjugated,46086799
Ethambutol HCl,68850001001
Ethambutol HCl,51479004601
Ethambutol HCl,68850001202
Ethambutol HCl,51479004704
Etidronate Disodium,15330009406
Etravirine,59676057001
Famvir,78036815
Famciclovir,78036815
Famvir,7411719
Famvir,78036864
Famciclovir,78036864
*NF* Famciclovir,78036864
Felbatol,37043001
felbamate,37043001
Felodipine,53489036801
Felodipine,677176801
Felodipine,186045028
Tricor,74612390
Fenofibrate,74612390
fenofibrate,74612390
fenofibrate micronized,74612390
Fenofibrate Micronized,74612390
Tricor,74401390
Ferrous Sulfate,51079011620
Ferrous Sulfate,182402889
Ferrous Sulfate,245005301
Ferrous Sulfate (Liquid),182402889
Ferrous Sulfate (Liquid),245005301
Flecainide Acetate,89030710
Fluconazole,49342041
Fluconazole,59762501601
Fluconazole,59762501701
Fluconazole,49350079
Fluconazole,49343041
Fluconazole,172541310
Fluconazole,59762501801
Fluconazole,49884094174
Fludrocortisone Acetate,115703301
Fludrocortisone Acetate,555099702
Fludrocortisone Acetate,3042950
Fosamprenavir,173072100
Fosamprenavir Calcium,173072100
Gemfibrozil,51079078720
GlipiZ,59762503201
GlipiZIDE XL,59762503201
GlipiZIDE XL,49155066
Glipizide XL,49155066
Glipizide XL,62037087201
Glucose Tab,8290823000
Hydroxychloroquine Sulfate,24156210
Hydroxychloroquine Sulfate,378037301
Ibup,904174861
Ibuprofen,904174861
Ibuprofen,62584074601
Ibuprofen,904585361
Ibuprofen,51079028120
Ibuprofen Suspension,904585361
Ibuprofen,904518661
Ibuprofen,182181089
Ibuprofen,904585461
Ibuprofen,51079028220
Imatinib Mesylate,78040105
Imatinib Mesylate,78040134
Imatinib,78043815
Gleevec,78040215
*NF* Imatinib Mesylate,78043815
Avapro,87277235
Irbesartan,87277235
irbesartan,87277235
Avapro,87277331
Irbesartan,87277331
irbesartan,87277331
Isoniazid,51079008320
Isosorbide Dinitrate,339565712
Ketoconazole,50458022001
Ketoconazole,378026101
Labetalol,51079092820
Labetalol,182820289
Labetalol,60976034647
Labetalol HCl,60976034647
Labetalol,172436560
Labetalol,51079092920
Labetalol HCl,51079092920
Lacosamide,131248035
LaMIVudine,173066200
Lamivudine,173066200
LaMIVudine,173047001
Lamivudine,173047001
Terbinafine,78017905
Lamictal,173064255
LaMOTrigine,93046301
LaMOTrigine,173064255
Lamotrigine,173064255
Lanthanum,54092024701
Lanthanum,54092025290
Lanthanum,54092025390
Femara,78024915
Letrozole,78024915
LeVETiracetam,50474059540
LeVETiracetam,51079082120
LeVETiracetam,68084033701
Levetiracetam,50474059540
Levetiracetam,50474059240
LeVETiracetam Solution,50474059540
Levonorgestrel,51285094288
Levoxyl,74662411
Levoth,74662411
Levothyroxine Sodium,48107013
Levothyroxine Sodium,74662411
levothy,74929613
Levothy,74929613
Levothyroxine Sodium,74929613
Levothyroxine Sodium,48108003
Levothyroxine Sodium,48113013
Levothyroxine Sodium,74706811
Levothyroxine,74706811
Levothyroxine Sodium,48109013
Levothyroxine Sodium,74706911
Levothyroxine Sodium,74707013
Levothyroxine Sodium,689112201
Levothyroxine Sodium,74714811
Levothyroxine Sodium,48114013
Levothyroxine Sodium,74714913
Levofloxacin,50458093010
levsin,225029515
hyosc,225029515
Hyoscyamine,225029515
Hyoscyamine,58177025504
Hyoscyamine,24486060110
L-Hyoscyamine,536391801
L-Hyoscyamine,225029515
